code,tickers,market,name,Industry
5981,5981.T,JPX,Tokyo Rope Mfg,Metal Products
5982,5982.T,JPX,Maruzen,Metal Products
5983,5983.T,JPX,Iwabuchi,Metal Products
5984,5984.T,JPX,Kanefusa,Metal Products
5985,5985.T,JPX,Suncall,Metal Products
5986,5986.T,JPX,Molitec Steel,Metal Products
5988,5988.T,JPX,Piolax,Metal Products
5989,5989.T,JPX,H-ONE,Metal Products
5990,5990.T,JPX,Super Tool,Metal Products
5991,5991.T,JPX,NHK Spring,Metal Products
5992,5992.T,JPX,Chuo Spring,Metal Products
5994,5994.T,JPX,FINE SINTER,Metal Products
5997,5997.T,JPX,Kyoritsu Air Tech,Metal Products
5998,5998.T,JPX,Advanex,Metal Products
7985,7985.T,JPX,NEPON,Metal Products
7989,7989.T,JPX,Tachikawa,Metal Products
8155,8155.T,JPX,Mimasu Semiconductor Industry,Metal Products
1514,1514.T,JPX,Sumiseki Holdings,Mining
1515,1515.T,JPX,Nittetsu Mining,Mining
1518,1518.T,JPX,Mitsui Matsushima Holdings,Mining
1605,1605.T,JPX,Inpex,Mining
1662,1662.T,JPX,Japan Petroleum Exploration,Mining
1663,1663.T,JPX,K&O Energy Group,Mining
1491,1491.T,JPX,Chugai Mining,Nonferrous Metals
5702,5702.T,JPX,Daiki Aluminium Industry,Nonferrous Metals
5703,5703.T,JPX,Nippon Light Metal Holdings,Nonferrous Metals
5704,5704.T,JPX,JMC,Nonferrous Metals
5706,5706.T,JPX,Mitsui Mining and Smelting,Nonferrous Metals
5707,5707.T,JPX,Toho Zinc,Nonferrous Metals
5711,5711.T,JPX,Mitsubishi Materials,Nonferrous Metals
5713,5713.T,JPX,Sumitomo Metal Mining,Nonferrous Metals
5714,5714.T,JPX,DOWA Holdings,Nonferrous Metals
5715,5715.T,JPX,Furukawa,Nonferrous Metals
5721,5721.T,JPX,S Science,Nonferrous Metals
5724,5724.T,JPX,Asaka Riken,Nonferrous Metals
5726,5726.T,JPX,OSAKA Titanium technologies,Nonferrous Metals
5727,5727.T,JPX,Toho Titanium,Nonferrous Metals
5729,5729.T,JPX,Nihon Seiko,Nonferrous Metals
5741,5741.T,JPX,UACJ,Nonferrous Metals
5742,5742.T,JPX,NIC Autotec,Nonferrous Metals
5753,5753.T,JPX,Nippon Shindo,Nonferrous Metals
5757,5757.T,JPX,CK San-Etsu,Nonferrous Metals
5759,5759.T,JPX,Nippon Denkai,Nonferrous Metals
5801,5801.T,JPX,Furukawa Electric,Nonferrous Metals
5802,5802.T,JPX,Sumitomo Electric Industries,Nonferrous Metals
5803,5803.T,JPX,Fujikura,Nonferrous Metals
5805,5805.T,JPX,SWCC,Nonferrous Metals
5809,5809.T,JPX,Tatsuta Electric Wire and Cable,Nonferrous Metals
5816,5816.T,JPX,Onamba,Nonferrous Metals
5817,5817.T,JPX,JMACS Japan,Nonferrous Metals
5819,5819.T,JPX,Canare Electric,Nonferrous Metals
5820,5820.T,JPX,Mitsuboshi,Nonferrous Metals
5821,5821.T,JPX,Hirakawa Hewtech,Nonferrous Metals
5851,5851.T,JPX,Ryobi,Nonferrous Metals
5852,5852.T,JPX,Ahresty,Nonferrous Metals
5857,5857.T,JPX,Are Holdings,Nonferrous Metals
3315,3315.T,JPX,Nippon Coke & Engineering,Oil & Coal Products
5010,5010.T,JPX,Nippon Seiro,Oil & Coal Products
5011,5011.T,JPX,Nichireki,Oil & Coal Products
5013,5013.T,JPX,Yushiro Chemical Industry,Oil & Coal Products
5015,5015.T,JPX,BP Castrol KK,Oil & Coal Products
5017,5017.T,JPX,Fuji Oil,Oil & Coal Products
5018,5018.T,JPX,Moresco,Oil & Coal Products
5019,5019.T,JPX,Idemitsu Kosan,Oil & Coal Products
5020,5020.T,JPX,ENEOS Holdings,Oil & Coal Products
5021,5021.T,JPX,Cosmo Energy Holdings,Oil & Coal Products
196A,196A.T,JPX,MFS,Other Financing Business
2388,2388.T,JPX,Wedge Holdings,Other Financing Business
4346,4346.T,JPX,Nexyz Group,Other Financing Business
4351,4351.T,JPX,Yamada Servicer Synthetic Office,Other Financing Business
5843,5843.T,JPX,Nippon Insure,Other Financing Business
5845,5845.T,JPX,Zenhoren,Other Financing Business
7164,7164.T,JPX,ZENKOKU HOSHO,Other Financing Business
7183,7183.T,JPX,Anshin Guarantor Service,Other Financing Business
7187,7187.T,JPX,J Lease,Other Financing Business
7191,7191.T,JPX,Entrust,Other Financing Business
7192,7192.T,JPX,Mortgage Service Japan,Other Financing Business
7196,7196.T,JPX,Casa,Other Financing Business
7198,7198.T,JPX,SBI Aruhi,Other Financing Business
7199,7199.T,JPX,Premium Group,Other Financing Business
7320,7320.T,JPX,Japan Living Warranty,Other Financing Business
7345,7345.T,JPX,Ai Partners Financial,Other Financing Business
7383,7383.T,JPX,Net Protections Holdings,Other Financing Business
7386,7386.T,JPX,Japan Warranty Support,Other Financing Business
8253,8253.T,JPX,Credit Saison,Other Financing Business
8424,8424.T,JPX,Fuyo General Lease,Other Financing Business
8425,8425.T,JPX,Mizuho Leasing,Other Financing Business
8439,8439.T,JPX,Tokyo Century,Other Financing Business
8508,8508.T,JPX,J Trust,Other Financing Business
8511,8511.T,JPX,Japan Securities Finance,Other Financing Business
8515,8515.T,JPX,Aiful,Other Financing Business
8566,8566.T,JPX,Ricoh Leasing,Other Financing Business
8570,8570.T,JPX,AEON Financial Service,Other Financing Business
8572,8572.T,JPX,Acom,Other Financing Business
8584,8584.T,JPX,Jaccs,Other Financing Business
8585,8585.T,JPX,Orient,Other Financing Business
8591,8591.T,JPX,ORIX,Other Financing Business
8593,8593.T,JPX,Mitsubishi HC Capital,Other Financing Business
8596,8596.T,JPX,Kyushu Leasing Service,Other Financing Business
8697,8697.T,JPX,Japan Exchange Group,Other Financing Business
8771,8771.T,JPX,eGuarantee,Other Financing Business
8772,8772.T,JPX,ASAX,Other Financing Business
8783,8783.T,JPX,GFA,Other Financing Business
8789,8789.T,JPX,FinTech Global,Other Financing Business
8793,8793.T,JPX,NEC Capital Solutions,Other Financing Business
168A,168A.T,JPX,Itamiarts,Other Products
5962,5962.T,JPX,Asaka Industrial,Other Products
7791,7791.T,JPX,Dreambed,Other Products
7792,7792.T,JPX,Colan Totte,Other Products
7793,7793.T,JPX,Image Magic,Other Products
7794,7794.T,JPX,EDP,Other Products
7795,7795.T,JPX,Kyoritsu,Other Products
7800,7800.T,JPX,Amifa,Other Products
7803,7803.T,JPX,Bushiroad,Other Products
7804,7804.T,JPX,B&P,Other Products
7805,7805.T,JPX,Printnet,Other Products
7806,7806.T,JPX,MTG,Other Products
7807,7807.T,JPX,Kowa,Other Products
7808,7808.T,JPX,C.S.Lumber,Other Products
7809,7809.T,JPX,Kotobukiya,Other Products
7810,7810.T,JPX,Crossfor,Other Products
7811,7811.T,JPX,Nakamoto Packs,Other Products
7812,7812.T,JPX,Crestec,Other Products
7813,7813.T,JPX,Platz,Other Products
7814,7814.T,JPX,Japan Creative Platform Group,Other Products
7815,7815.T,JPX,Tokyo Board Industries,Other Products
7816,7816.T,JPX,Snow Peak,Other Products
7817,7817.T,JPX,Paramount Bed Holdings,Other Products
7818,7818.T,JPX,TRANSACTION,Other Products
7819,7819.T,JPX,Shobido,Other Products
7820,7820.T,JPX,Nihon Flush,Other Products
7821,7821.T,JPX,Maeda Kosen,Other Products
7822,7822.T,JPX,Eidai,Other Products
7823,7823.T,JPX,Artnature,Other Products
7826,7826.T,JPX,Furuya Metal,Other Products
7827,7827.T,JPX,Orvis,Other Products
7831,7831.T,JPX,Wellco Holdings,Other Products
7832,7832.T,JPX,BANDAI NAMCO Holdings,Other Products
7833,7833.T,JPX,IFIS Japan,Other Products
7836,7836.T,JPX,AVIX,Other Products
7837,7837.T,JPX,R.C. Core,Other Products
7839,7839.T,JPX,Shoei,Other Products
7840,7840.T,JPX,France Bed Holdings,Other Products
7841,7841.T,JPX,Endo Manufacturing,Other Products
7846,7846.T,JPX,Pilot,Other Products
7847,7847.T,JPX,Graphite Design,Other Products
7850,7850.T,JPX,Sougou Shouken,Other Products
7851,7851.T,JPX,Kawase Computer Supplies,Other Products
7856,7856.T,JPX,Hagihara Industries,Other Products
7857,7857.T,JPX,SEKI,Other Products
7859,7859.T,JPX,Almedio,Other Products
7863,7863.T,JPX,HIRAGA,Other Products
7864,7864.T,JPX,FUJI Seal International,Other Products
7865,7865.T,JPX,People,Other Products
7867,7867.T,JPX,TOMY,Other Products
7868,7868.T,JPX,Kosaido Holdings,Other Products
7872,7872.T,JPX,Estelle Holdings,Other Products
7875,7875.T,JPX,Takeda IP Holdings,Other Products
7878,7878.T,JPX,Kohsai,Other Products
7879,7879.T,JPX,Noda,Other Products
7883,7883.T,JPX,Sun Messe,Other Products
7885,7885.T,JPX,Takano,Other Products
7887,7887.T,JPX,Nankai Plywood,Other Products
7893,7893.T,JPX,Pronexus,Other Products
7896,7896.T,JPX,Seven Industries,Other Products
7897,7897.T,JPX,Hokushin,Other Products
7898,7898.T,JPX,Wood One,Other Products
7901,7901.T,JPX,Matsumoto,Other Products
7902,7902.T,JPX,Sonocom,Other Products
7906,7906.T,JPX,Yonex,Other Products
7911,7911.T,JPX,Toppan Holdings,Other Products
7912,7912.T,JPX,Dai Nippon Printing,Other Products
7914,7914.T,JPX,Kyodo Printing,Other Products
7915,7915.T,JPX,Nissha,Other Products
7916,7916.T,JPX,Mitsumura Printing,Other Products
7919,7919.T,JPX,Nozaki Insatsu Shigyo,Other Products
7921,7921.T,JPX,Takara & Company,Other Products
7922,7922.T,JPX,Sanko Sangyo,Other Products
7923,7923.T,JPX,TOIN,Other Products
7932,7932.T,JPX,Nippi,Other Products
7936,7936.T,JPX,ASICS,Other Products
7937,7937.T,JPX,Tsutsumi Jewelry,Other Products
7938,7938.T,JPX,Regal,Other Products
7939,7939.T,JPX,Kensoh,Other Products
7944,7944.T,JPX,Roland,Other Products
7946,7946.T,JPX,Koyosha,Other Products
7949,7949.T,JPX,Komatsu Wall Industry,Other Products
7951,7951.T,JPX,Yamaha,Other Products
7952,7952.T,JPX,Kawai Musical Instruments Manufacturing,Other Products
7953,7953.T,JPX,Kikusui Chemical Industries,Other Products
7955,7955.T,JPX,Cleanup,Other Products
7956,7956.T,JPX,Pigeon,Other Products
7957,7957.T,JPX,Fujicopian,Other Products
7962,7962.T,JPX,King Jim,Other Products
7963,7963.T,JPX,Koken,Other Products
7966,7966.T,JPX,LINTEC,Other Products
7972,7972.T,JPX,Itoki,Other Products
7974,7974.T,JPX,Nintendo,Other Products
7975,7975.T,JPX,Lihit Lab,Other Products
7976,7976.T,JPX,Mitsubishi Pencil,Other Products
7980,7980.T,JPX,Shigematsu Works,Other Products
7981,7981.T,JPX,Takara Standard,Other Products
7983,7983.T,JPX,Miroku,Other Products
7984,7984.T,JPX,Kokuyo,Other Products
7986,7986.T,JPX,NIHON ISK,Other Products
7987,7987.T,JPX,Nakabayashi,Other Products
7990,7990.T,JPX,GLOBERIDE,Other Products
7992,7992.T,JPX,Sailor Pen,Other Products
7994,7994.T,JPX,Okamura,Other Products
7997,7997.T,JPX,Kurogane Kosakusho,Other Products
8022,8022.T,JPX,Mizuno,Other Products
130A,130A.T,JPX,Veritas In Silico,Pharmaceutical
190A,190A.T,JPX,Chordia Therapeutics,Pharmaceutical
197A,197A.T,JPX,Tauns Laboratories,Pharmaceutical
2160,2160.T,JPX,GNI Group,Pharmaceutical
4151,4151.T,JPX,Kyowa Kirin,Pharmaceutical
4502,4502.T,JPX,Takeda Pharmaceutical,Pharmaceutical
4503,4503.T,JPX,Astellas Pharma,Pharmaceutical
4506,4506.T,JPX,Sumitomo Pharma,Pharmaceutical
4507,4507.T,JPX,Shionogi,Pharmaceutical
4512,4512.T,JPX,Wakamoto Pharmaceutical,Pharmaceutical
4516,4516.T,JPX,Nippon Shinyaku,Pharmaceutical
4519,4519.T,JPX,Chugai Pharmaceutical,Pharmaceutical
4521,4521.T,JPX,Kaken Pharmaceutical,Pharmaceutical
4523,4523.T,JPX,Eisai,Pharmaceutical
4524,4524.T,JPX,Morishita Jintan,Pharmaceutical
4527,4527.T,JPX,Rohto Pharmaceutical,Pharmaceutical
4528,4528.T,JPX,Ono Pharmaceutical,Pharmaceutical
4530,4530.T,JPX,Hisamitsu Pharmaceutical,Pharmaceutical
4534,4534.T,JPX,Mochida Pharmaceutical,Pharmaceutical
4536,4536.T,JPX,Santen Pharmaceutical,Pharmaceutical
4538,4538.T,JPX,Fuso Pharmaceutical Industries,Pharmaceutical
4539,4539.T,JPX,Nippon Chemiphar,Pharmaceutical
4540,4540.T,JPX,Tsumura,Pharmaceutical
4547,4547.T,JPX,Kissei Pharmaceutical,Pharmaceutical
4548,4548.T,JPX,Seikagaku,Pharmaceutical
4549,4549.T,JPX,Eiken Chemical,Pharmaceutical
4551,4551.T,JPX,Torii Pharmaceutical,Pharmaceutical
4552,4552.T,JPX,JCR Pharmaceuticals,Pharmaceutical
4553,4553.T,JPX,TOWA Pharmaceutical,Pharmaceutical
4554,4554.T,JPX,Fuji Pharma,Pharmaceutical
4556,4556.T,JPX,KAINOS Laboratories,Pharmaceutical
4558,4558.T,JPX,Chukyo Iyakuhin,Pharmaceutical
4559,4559.T,JPX,Zeria Pharmaceutical,Pharmaceutical
4563,4563.T,JPX,AnGes,Pharmaceutical
4564,4564.T,JPX,OncoTherapy Science,Pharmaceutical
4565,4565.T,JPX,Nxera Pharma,Pharmaceutical
4568,4568.T,JPX,Daiichi Sankyo,Pharmaceutical
4569,4569.T,JPX,Kyorin Pharmaceutical,Pharmaceutical
4570,4570.T,JPX,Immuno-Biological Laboratories,Pharmaceutical
4571,4571.T,JPX,Nano Mrna,Pharmaceutical
4572,4572.T,JPX,Carna Biosciences,Pharmaceutical
4574,4574.T,JPX,Taiko Pharmaceutical,Pharmaceutical
4575,4575.T,JPX,CanBas,Pharmaceutical
4576,4576.T,JPX,D. Western Therapeutics Institute,Pharmaceutical
4577,4577.T,JPX,Daito Pharmaceutical,Pharmaceutical
4578,4578.T,JPX,Otsuka Holdings,Pharmaceutical
4579,4579.T,JPX,RaQualia Pharma,Pharmaceutical
4582,4582.T,JPX,SymBio Pharmaceuticals,Pharmaceutical
4583,4583.T,JPX,Chiome Bioscience,Pharmaceutical
4584,4584.T,JPX,Kidswell Bio,Pharmaceutical
4586,4586.T,JPX,Medrx,Pharmaceutical
4587,4587.T,JPX,PeptiDream,Pharmaceutical
4588,4588.T,JPX,Oncolys BioPharma,Pharmaceutical
4591,4591.T,JPX,Ribomic,Pharmaceutical
4592,4592.T,JPX,SanBio,Pharmaceutical
4593,4593.T,JPX,Healios KK,Pharmaceutical
4594,4594.T,JPX,BrightPath Biotherapeutics,Pharmaceutical
4595,4595.T,JPX,Mizuho Medy,Pharmaceutical
4596,4596.T,JPX,Kubota Pharmaceutical Holdings,Pharmaceutical
4597,4597.T,JPX,Solasia Pharma KK,Pharmaceutical
4598,4598.T,JPX,Delta-Fly Pharma,Pharmaceutical
4599,4599.T,JPX,StemRIM,Pharmaceutical
4875,4875.T,JPX,MediciNova,Pharmaceutical
4880,4880.T,JPX,CellSource,Pharmaceutical
4881,4881.T,JPX,FunPep,Pharmaceutical
4882,4882.T,JPX,Perseus Proteomics,Pharmaceutical
4883,4883.T,JPX,Modalis Therapeutics,Pharmaceutical
4884,4884.T,JPX,Kringle Pharma,Pharmaceutical
4885,4885.T,JPX,Muromachi Chemicals,Pharmaceutical
4886,4886.T,JPX,ASKA Pharmaceutical Holdings,Pharmaceutical
4887,4887.T,JPX,Sawai Group Holdings,Pharmaceutical
4888,4888.T,JPX,Stella Pharma,Pharmaceutical
4889,4889.T,JPX,Renascience,Pharmaceutical
4890,4890.T,JPX,Tsubota Laboratory,Pharmaceutical
4891,4891.T,JPX,TMS,Pharmaceutical
4892,4892.T,JPX,Cyfuse Biomedical KK,Pharmaceutical
4893,4893.T,JPX,Noile-Immune Biotech,Pharmaceutical
4894,4894.T,JPX,Cuorips,Pharmaceutical
4896,4896.T,JPX,K Pharma,Pharmaceutical
4543,4543.T,JPX,Terumo,Precision Instruments
5187,5187.T,JPX,Create Medic,Precision Instruments
6376,6376.T,JPX,Nikkiso,Precision Instruments
7600,7600.T,JPX,Japan Medical Dynamic Marketing,Precision Instruments
7701,7701.T,JPX,Shimadzu,Precision Instruments
7702,7702.T,JPX,JMS,Precision Instruments
7705,7705.T,JPX,GL Sciences,Precision Instruments
7707,7707.T,JPX,Precision System Science,Precision Instruments
7709,7709.T,JPX,Kubotek,Precision Instruments
7711,7711.T,JPX,Sukegawa Electric,Precision Instruments
7713,7713.T,JPX,Sigma Koki,Precision Instruments
7715,7715.T,JPX,Nagano Keiki,Precision Instruments
7716,7716.T,JPX,Nakanishi,Precision Instruments
7717,7717.T,JPX,V Technology,Precision Instruments
7719,7719.T,JPX,TOKYO KOKI,Precision Instruments
7721,7721.T,JPX,TOKYO KEIKI,Precision Instruments
7722,7722.T,JPX,KOKUSAI,Precision Instruments
7723,7723.T,JPX,Aichi Tokei Denki,Precision Instruments
7725,7725.T,JPX,Inter Action,Precision Instruments
7727,7727.T,JPX,Oval,Precision Instruments
7729,7729.T,JPX,Tokyo Seimitsu,Precision Instruments
7730,7730.T,JPX,Mani,Precision Instruments
7731,7731.T,JPX,Nikon,Precision Instruments
7732,7732.T,JPX,Topcon,Precision Instruments
7733,7733.T,JPX,Olympus,Precision Instruments
7734,7734.T,JPX,RIKEN KEIKI,Precision Instruments
7740,7740.T,JPX,Tamron,Precision Instruments
7741,7741.T,JPX,Hoya,Precision Instruments
7743,7743.T,JPX,Seed,Precision Instruments
7744,7744.T,JPX,Noritsu Koki,Precision Instruments
7745,7745.T,JPX,A&D Holon Holdings,Precision Instruments
7746,7746.T,JPX,Okamoto Glass,Precision Instruments
7747,7747.T,JPX,Asahi Intecc,Precision Instruments
7749,7749.T,JPX,Medikit,Precision Instruments
7760,7760.T,JPX,IMV,Precision Instruments
7762,7762.T,JPX,Citizen Watch,Precision Instruments
7769,7769.T,JPX,Rhythm,Precision Instruments
7771,7771.T,JPX,Nihon Seimitsu,Precision Instruments
7774,7774.T,JPX,Japan Tissue Engineering,Precision Instruments
7775,7775.T,JPX,Daiken Medical,Precision Instruments
7776,7776.T,JPX,CellSeed,Precision Instruments
7777,7777.T,JPX,3-D Matrix,Precision Instruments
7779,7779.T,JPX,Cyberdyne,Precision Instruments
7780,7780.T,JPX,Menicon,Precision Instruments
7781,7781.T,JPX,HIRAYAMA Holdings,Precision Instruments
7782,7782.T,JPX,Sincere,Precision Instruments
7979,7979.T,JPX,Shofu,Precision Instruments
8050,8050.T,JPX,Seiko Group,Precision Instruments
8086,8086.T,JPX,Nipro,Precision Instruments
3708,3708.T,JPX,Tokushu Tokai Paper,Pulp & Paper
3861,3861.T,JPX,Oji Holdings,Pulp & Paper
3863,3863.T,JPX,Nippon Paper Industries,Pulp & Paper
3864,3864.T,JPX,Mitsubishi Paper Mills,Pulp & Paper
3865,3865.T,JPX,Hokuetsu,Pulp & Paper
3877,3877.T,JPX,Chuetsu Pulp & Paper,Pulp & Paper
3880,3880.T,JPX,Daio Paper,Pulp & Paper
3891,3891.T,JPX,Nippon Kodoshi,Pulp & Paper
3892,3892.T,JPX,Okayama Paper Industries,Pulp & Paper
3895,3895.T,JPX,Havix,Pulp & Paper
3896,3896.T,JPX,Awa Paper & Technological,Pulp & Paper
3941,3941.T,JPX,Rengo,Pulp & Paper
3943,3943.T,JPX,Ohishi Sangyo,Pulp & Paper
3944,3944.T,JPX,Furubayashi Shiko,Pulp & Paper
3946,3946.T,JPX,Tomoku,Pulp & Paper
3947,3947.T,JPX,Dynapac,Pulp & Paper
3948,3948.T,JPX,Hikari Business Form,Pulp & Paper
3950,3950.T,JPX,Pack,Pulp & Paper
3951,3951.T,JPX,Asahi Printing,Pulp & Paper
3953,3953.T,JPX,Ohmura Shigyo,Pulp & Paper
3954,3954.T,JPX,Showa Paxxs,Pulp & Paper
3955,3955.T,JPX,Imura,Pulp & Paper
3958,3958.T,JPX,Sasatoku Printing,Pulp & Paper
1435,1435.T,JPX,Robot Home,Real Estate
146A,146A.T,JPX,Columbia Works,Real Estate
166A,166A.T,JPX,Tasuki Holdings,Real Estate
1783,1783.T,JPX,Fantasista,Real Estate
1878,1878.T,JPX,Daito Trust Construction,Real Estate
187A,187A.T,JPX,Samty Holdings,Real Estate
2337,2337.T,JPX,Ichigo,Real Estate
2353,2353.T,JPX,Nippon Parking Development,Real Estate
2970,2970.T,JPX,Good Life,Real Estate
2975,2975.T,JPX,Star Mica Holdings,Real Estate
2978,2978.T,JPX,Tsukuruba,Real Estate
2980,2980.T,JPX,SRE Holdings,Real Estate
2981,2981.T,JPX,Landix,Real Estate
2982,2982.T,JPX,A D Works Group,Real Estate
2983,2983.T,JPX,Arr Planner,Real Estate
2984,2984.T,JPX,Yamaichi Uniheim Real Estate,Real Estate
2986,2986.T,JPX,LA Holdings,Real Estate
2991,2991.T,JPX,Landnet,Real Estate
2993,2993.T,JPX,Choei,Real Estate
2997,2997.T,JPX,Storage-OH,Real Estate
2998,2998.T,JPX,Creal,Real Estate
2999,2999.T,JPX,Home Position,Real Estate
3003,3003.T,JPX,Hulic,Real Estate
3231,3231.T,JPX,Nomura Real Estate Holdings,Real Estate
3232,3232.T,JPX,Mie Kotsu Group Holdings,Real Estate
3236,3236.T,JPX,Properst,Real Estate
3237,3237.T,JPX,Intrance,Real Estate
3238,3238.T,JPX,Central General Development,Real Estate
3241,3241.T,JPX,WILL,Real Estate
3242,3242.T,JPX,Urbanet,Real Estate
3245,3245.T,JPX,Dear Life,Real Estate
3246,3246.T,JPX,Kose R.E.,Real Estate
3248,3248.T,JPX,Early Age,Real Estate
3252,3252.T,JPX,Jinushi,Real Estate
3254,3254.T,JPX,Pressance,Real Estate
3261,3261.T,JPX,Grandes,Real Estate
3264,3264.T,JPX,Ascot,Real Estate
3266,3266.T,JPX,Fund Creation Group,Real Estate
3271,3271.T,JPX,Global,Real Estate
3275,3275.T,JPX,Housecom,Real Estate
3276,3276.T,JPX,Japan Property Management Center,Real Estate
3277,3277.T,JPX,Sansei Landic,Real Estate
3280,3280.T,JPX,STrust,Real Estate
3284,3284.T,JPX,Hoosiers Holdings,Real Estate
3286,3286.T,JPX,Trust Holdings,Real Estate
3288,3288.T,JPX,Open House Group,Real Estate
3289,3289.T,JPX,Tokyu Fudosan Holdings,Real Estate
3291,3291.T,JPX,Iida Group Holdings,Real Estate
3293,3293.T,JPX,AZUMA HOUSE,Real Estate
3294,3294.T,JPX,e'grand,Real Estate
3297,3297.T,JPX,Toubujyuhan,Real Estate
3299,3299.T,JPX,MUGEN ESTATE,Real Estate
3300,3300.T,JPX,Ambition Dx Holdings,Real Estate
3452,3452.T,JPX,B-Lot,Real Estate
3454,3454.T,JPX,First Brothers,Real Estate
3457,3457.T,JPX,&Do Holdings,Real Estate
3458,3458.T,JPX,CRE,Real Estate
3461,3461.T,JPX,Palma,Real Estate
3465,3465.T,JPX,Ki-Star Real Estate,Real Estate
3467,3467.T,JPX,Agratio urban design,Real Estate
3469,3469.T,JPX,Dualtap,Real Estate
3474,3474.T,JPX,G-Factory,Real Estate
3475,3475.T,JPX,Good Com Asset,Real Estate
3477,3477.T,JPX,FORLIFE,Real Estate
3479,3479.T,JPX,TKP,Real Estate
3480,3480.T,JPX,J.S.B,Real Estate
3482,3482.T,JPX,Loadstar Capital KK,Real Estate
3484,3484.T,JPX,Tenpo Innovation,Real Estate
3486,3486.T,JPX,Global Link Management,Real Estate
3489,3489.T,JPX,FaithNetwork,Real Estate
3490,3490.T,JPX,Azplanning,Real Estate
3491,3491.T,JPX,GAtechnologies,Real Estate
3494,3494.T,JPX,Mullion,Real Estate
3495,3495.T,JPX,Koryojyuhan,Real Estate
3496,3496.T,JPX,AZoom,Real Estate
3497,3497.T,JPX,LeTech,Real Estate
3498,3498.T,JPX,Kasumigaseki Capital,Real Estate
3772,3772.T,JPX,Wealth Management,Real Estate
4666,4666.T,JPX,Park24,Real Estate
4809,4809.T,JPX,Paraca,Real Estate
5280,5280.T,JPX,Yoshicon,Real Estate
5527,5527.T,JPX,Property Technologies,Real Estate
5532,5532.T,JPX,Realgate,Real Estate
5533,5533.T,JPX,Elitz Holdings,Real Estate
5535,5535.T,JPX,Migalo Holdings,Real Estate
6620,6620.T,JPX,Miyakoshi Holdings,Real Estate
6625,6625.T,JPX,JALCO Holdings,Real Estate
8801,8801.T,JPX,Mitsui Fudosan,Real Estate
8802,8802.T,JPX,Mitsubishi Estate,Real Estate
8803,8803.T,JPX,Heiwa Real Estate,Real Estate
8804,8804.T,JPX,Tokyo Tatemono,Real Estate
8818,8818.T,JPX,Keihanshin Building,Real Estate
8830,8830.T,JPX,Sumitomo Realty & Development,Real Estate
8836,8836.T,JPX,Rise,Real Estate
8841,8841.T,JPX,TOC,Real Estate
8844,8844.T,JPX,Cosmos Initia,Real Estate
8848,8848.T,JPX,Leo Palace21,Real Estate
8850,8850.T,JPX,Starts,Real Estate
8860,8860.T,JPX,Fuji,Real Estate
8864,8864.T,JPX,Airport Facilities,Real Estate
8869,8869.T,JPX,Meiwa Estate,Real Estate
8871,8871.T,JPX,Goldcrest,Real Estate
8877,8877.T,JPX,Eslead,Real Estate
8881,8881.T,JPX,Nisshin Group Holdings,Real Estate
8886,8886.T,JPX,Wood Friends,Real Estate
8887,8887.T,JPX,Cumica,Real Estate
8889,8889.T,JPX,Apaman,Real Estate
8890,8890.T,JPX,Raysum,Real Estate
8891,8891.T,JPX,AMG Holdings,Real Estate
8892,8892.T,JPX,ES-CON JAPAN,Real Estate
8894,8894.T,JPX,Revolution,Real Estate
8897,8897.T,JPX,Mirarth Holdings,Real Estate
8898,8898.T,JPX,Century21 Real Estate Of Japan,Real Estate
8904,8904.T,JPX,Avantia,Real Estate
8905,8905.T,JPX,AEON Mall,Real Estate
8908,8908.T,JPX,Mainichi Comnet,Real Estate
8912,8912.T,JPX,Area Quest,Real Estate
8914,8914.T,JPX,Arealink,Real Estate
8917,8917.T,JPX,First Juken,Real Estate
8918,8918.T,JPX,Land,Real Estate
8919,8919.T,JPX,Katitas,Real Estate
8923,8923.T,JPX,Tosei,Real Estate
8927,8927.T,JPX,Meiho Enterprise,Real Estate
8928,8928.T,JPX,Anabuki Kosan,Real Estate
8929,8929.T,JPX,Aoyama Zaisan Networks,Real Estate
8931,8931.T,JPX,Wadakohsan,Real Estate
8934,8934.T,JPX,Sun Frontier Fudousan,Real Estate
8935,8935.T,JPX,FJ Next Holdings,Real Estate
8938,8938.T,JPX,Glome Holdings,Real Estate
8940,8940.T,JPX,Intellex,Real Estate
8944,8944.T,JPX,Land Business,Real Estate
8945,8945.T,JPX,Sunnexta Group,Real Estate
8946,8946.T,JPX,Asian Star,Real Estate
8995,8995.T,JPX,Makoto Construction,Real Estate
8996,8996.T,JPX,Housefreedom,Real Estate
8999,8999.T,JPX,Grandy House,Real Estate
9706,9706.T,JPX,Japan Airport Terminal,Real Estate
9816,9816.T,JPX,Striders,Real Estate
9820,9820.T,JPX,Mt Genex,Real Estate
138A,138A.T,JPX,Hikari Food Service,Retail Trade
141A,141A.T,JPX,Trial Holdings,Retail Trade
2651,2651.T,JPX,Lawson,Retail Trade
2652,2652.T,JPX,Mandarake,Retail Trade
2653,2653.T,JPX,Aeon Kyushu,Retail Trade
2654,2654.T,JPX,Asmo,Retail Trade
2656,2656.T,JPX,Vector Holdings,Retail Trade
2659,2659.T,JPX,SAN-A,Retail Trade
2664,2664.T,JPX,Cawachi,Retail Trade
2666,2666.T,JPX,AUTOWAVE,Retail Trade
2669,2669.T,JPX,Kanemi,Retail Trade
2670,2670.T,JPX,ABC-Mart,Retail Trade
